"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1",-0.802143338457517,0.363169045597989,-0.524476726729484,-0.411712068840719,-1.51538191618883,-0.822028669214125,0.43827681550952,-0.173245928742105,0.202531714800136,0.437325894051721,1.3491714303647,-0.787880625247261,0.42372944755158,-0.0310896940169503,-0.0682360995428954,-0.600933688281424,-0.752065650507161,-0.279053642960214,-0.811204239085761,0.45410392662566,-0.413767752253991,0.201907643140098,-1.10465778015385,0.195803067707612
"2",-0.33613477027048,0.564824335515901,-0.527241994657279,-0.310559255815335,-0.671955222883813,0.868357138886866,0.484731923432458,0.272109011436061,0.85621273511669,0.716496868110639,-0.0693401160337448,-0.0234853495761023,0.564997075785456,0.784641646904749,0.115973680154191,-0.241972043489103,-0.329288668784367,-0.112402186816407,0.141780683818071,0.387597384469274,1.49647386738589,0.279585914231584,1.86422906281218,0.576663741857519
"3",1.20483385161747,0.404707140107341,0.527241994657279,-0.390883417692089,0.457420412791398,0.0308737267040282,-0.242072255706782,0.0987654401272575,1.19642503917707,0.333381541711297,-0.347423626818655,0.382494574687531,1.85784491326375,0.181516223614553,5.73667207411517,0.776313375849025,-0.330376562354795,0.0562168862218826,-0.557778756156591,-0.193610902686636,1.07110903998127,-0.0810896084558532,0.131998453082582,0.287089617094161
"4",-0.0665557428894736,-0.247126347359394,-0.615386557437825,-0.73038583461309,-1.6238516492908,-0.293685967330948,0.121109376556738,-0.39564838950743,-0.596423239167354,0.0774382325420042,-0.255546660151174,-0.0480399110030838,-0.140420458376678,-0.945430333912789,-1.55061983837363,-0.97206818979525,0.330376562354795,-0.253225238361487,-0.63788048958684,0.386847677792046,-0.147058850032256,0.0120174252811189,0.421673259592081,-1.24720574818422
"5",-2.1208675238571,-0.714853113760316,-0.79681696491769,-0.499727125928473,-0.602081731218806,-1.79622166281597,-1.61057654148533,-1.90100772249737,-1.40564563392234,-1.1722686097694,-0.256201374564347,-2.32970145607361,-2.14720643359021,-1.12897421446005,-0.0326979043557163,-1.91927469231707,-0.772583400139482,-1.41288966434452,-0.273867146273554,-0.645580034287141,-1.85671876755746,-1.7180418639295,-1.26813699547039,-1.21973681935366
"6",-0.509975606538449,-0.948449766964643,0,-0.134041090253234,-0.550510611348676,-0.664139063537794,-0.740744127786197,-1.09179705826947,0.453973036915922,-0.404023337636161,-1.22009960293412,-3.40302821412291,0.664957628838359,0.195442075264518,-0.583818772624589,-1.27814521290164,0.331838318395494,-0.114355973981439,-2.23742253933801,-0.910871619824016,-0.375516776232354,0.38739048248515,-2.1538066911817,0.164068945745921
"7",0,0.729209459907132,-0.267022855587884,0.894663393849804,-0.442600999153786,0.868815195763784,-0.198461985259479,-0.281222222920707,1.10111222631177,-0.101990276055375,-0.165386924880817,1.43020587155975,0.418585793267834,1.12333462909788,0.583818772624589,0.250313021811888,0.770033750528354,0.738147446397619,1.5534765122621,0,-0.150602438103764,0.291837872428813,-0.0437833422901601,0.696447507855691
"8",0.477327875265754,1.32322808831633,3.24447572571098,1.27336410015371,0.387382886210208,-0.472963202325793,-0.0993788901666015,0.204603651939728,-0.0996016018596446,0.607489369695635,-0.450291079606169,-0.425368004097937,0.300300525976915,-0.83783899614418,-0.801160050921679,0.0511917140829432,2.14414381298775,-0.268693162130962,-2.14607488477099,1.62078102268532,-0.794405539584364,1.19790820389625,-1.33884475651058,0.333604517940866
"9",2.15351525512979,0.684781239368437,0.516352266004949,1.38688354340397,0.330852245556068,0.0158015327815342,1.4559171420002,1.31981611237197,0.645644159891257,1.09372600373394,0,4.05786012132996,0.316008578983595,0.333206375416273,1.08853533849924,0.648164309707511,3.36313844882263,0.791212918794937,1.27369455406159,0.321027563024812,-1.41520816723286,1.81309766820572,2.58946230703354,0.638435877846888
"10",1.58523795203225,0.0370823603462966,1.10969982117308,-1.10115782901001,1.01329088274142,-0.0158015327815342,1.50744405695287,1.20302202765421,0.887142338741942,0.741056143146057,0.355661311484701,0.598545001997852,-0.516108695775408,-0.333206375416273,-0.0456635906039615,0.795440119796842,-0.415704986641741,0.0705925568289523,2.07947760472278,0.829880281469508,0.652718769663174,0.302928043660655,1.72857739631316,0.389566888343129
"11",-0.0655522802890385,-0.356559581443161,-0.938173192497604,0.203964298522408,-0.628675023993575,-1.16030865464785,-0.0965717119958853,0.39781255844451,0.733320323626385,0.713007918123321,-2.75962323009935,2.08042155435306,0.150112612626696,0.706741206030204,-1.11542393918582,-0.347785080720486,0.208068506460224,0.0564381875747699,-0.942047522444156,0.886081746813128,-0.498754151103897,-0.155760982515041,0.310493352700991,0.67391376272381
"12",1.00996461131406,0.393628195872164,1.10780851731547,1.20222155553966,-1.01971394817539,-0.12797954074415,-5.94628573127038,-1.04765238589994,0.146020955612203,1.55150516252389,1.0407936140473,0.57076268473395,1.03627870355467,0.636627006065993,-0.954661188357964,1.23405380650503,0.103872131215965,0.671983184623492,-0.305270159946325,2.24308469881822,1.07116555949278,2.31706515516872,-0.267994889834666,1.25976721300312
"13",-0.29124214470353,-0.438287668144088,-0.765635386199337,-1.20222155553966,-1.78875646927734,-0.384924292435196,-0.565554206668928,0.0751973967004549,0.0972289818939043,-0.583018835112892,-0.652254999955648,4.07854922451021,-0.53752455245073,1.42368127868377,-1.01768419831614,-1.28170831224677,0.815674578094061,1.2766338175398,1.44312638170154,-0.185013928816158,1.17270116385186,-0.374295035619765,-0.736205152200586,0.545681387122077
"14",-2.10002191230876,-1.66658012410057,0,0.154004807196717,-0.878068238938789,-1.57100971764974,-0.128982347302564,-0.326264563481615,-1.07475387235816,-1.64878034254512,0.217891382659463,-1.15592139496279,-2.23880561912067,-2.12937621580291,-1.30729670249949,-0.400000533334621,-2.90211893441881,-1.7105166198772,-0.862841029395245,-1.2422519998557,-1.5157546735308,-1.42353226023704,-0.514964435590448,-1.52040481222429
"15",2.61950360001917,1.88224971277222,3.19354870170754,-0.255934954673087,0.680467610069835,1.68343243887783,1.43518608963653,1.81845837887731,1.02615119825438,2.23179917765801,0.554686096016654,2.57518043322991,0.20330375490456,1.38259745677489,1.09846507283136,1.17158640125266,2.29386549545274,0.907734530792137,2.44948905556881,1.91896943931411,1.21443617813135,1.78633139126014,1.49685898145897,2.65999492728417
"16",-0.259403517704637,0.148467104697136,1.88452934786727,0.10193014747637,1.8200138382765,0.64000218454674,-0.0254485304846952,1.00700838688268,1.06383982050557,0.398343309719618,1.12401039890901,-0.818194163021246,-0.909599504725289,-3.11443857017655,-1.09846507283136,0.362955383183117,-0.31129327034396,-2.74687009290444,-4.57026214419245,0.550291819723059,-1.0237056225046,0.258338739463193,0.442946424420843,0.293040502741704
"17",-0.913248356327268,-0.312035914399988,-0.978800636616306,-1.26710422963847,-0.222222313671772,-0.46359286929234,-0.535920639578658,-1.17995469311554,-1.06383982050557,-1.08913208745207,-0.931795058613094,-1.84798551816128,-1.68794913560077,-1.32330417041651,-0.99353313065631,-0.641226729119637,-1.77078252363532,-0.790006051354908,3.09985940864461,-1.10362861428861,-0.305343748689024,0.240515506065497,-0.333697001606392,-1.08692280785956
"18",-0.131147559781075,0.940573495896047,2.10875616200963,2.19018370679027,0,0.431689854186867,0.942322011730168,1.44841123018242,1.11192830424067,1.29254872566591,1.02687469496532,1.05653999730997,0.916406517014767,-2.07291141956492,0.233853879185819,1.27836792468146,0.316845890841355,0.4310320432519,1.62379494262339,-0.246913705692098,-2.67302375976324,1.65353966720807,0.575486806740022,1.24935279565497
"19",1.6271104170277,1.4417169473508,-0.402091414279138,0,2.09143561488703,0.747043130867997,0.227877045058733,0.77689150156055,0.192123017789392,0.713521305914444,-0.69138432517688,-1.58902573444131,1.19761910467151,0.475232615220111,4.11187353193463,0.0965378108236159,1.86877935725041,1.28205968063586,1.75879078190255,2.07958564624864,2.40508101572714,1.01591906880927,1.2046348476324,1.78547448624
"20",1.09150361338797,-0.0581437620858161,0,-0.690858005818829,-0.409333359099984,0.221448999071372,0.730757945108218,0.482509983175694,0.143850420394287,1.10970448179,0,5.40838960427346,0.339558900113879,-1.46924752390221,0.670261413211515,0.968974453247506,-0.207206244274927,2.51583832197477,1.45958399000032,-0.0605510160795575,1.71009297554248,-0.239754784487545,1.50992994558643,-0.904838619309434
